id,year,epi_week,from_date,to_date,state,city,disease,deaths
18890,1894,189429,1894-07-17,1894-07-23,PA,READING,DIPHTHERIA,1
18891,1894,189429,1894-07-15,1894-07-21,NY,ROCHESTER,TUBERCULOSIS,7
18892,1894,189428,1894-07-08,1894-07-14,MO,ST LOUIS,TUBERCULOSIS,15
18893,1894,189428,1894-07-08,1894-07-14,MO,ST LOUIS,TYPHOID FEVER,4
18894,1894,189428,1894-07-08,1894-07-14,MO,ST LOUIS,DIPHTHERIA,2
18895,1894,189428,1894-07-08,1894-07-14,MO,ST LOUIS,WHOOPING COUGH,2
18896,1894,189428,1894-07-08,1894-07-14,UT,SALT LAKE CITY,TYPHOID FEVER,1
18897,1894,189428,1894-07-08,1894-07-14,UT,SALT LAKE CITY,SCARLET FEVER,1
18898,1894,189428,1894-07-08,1894-07-14,UT,SALT LAKE CITY,DIPHTHERIA,1
18899,1894,189427,1894-07-01,1894-07-07,CA,SAN FRANCISCO,TUBERCULOSIS,15
18900,1894,189428,1894-07-08,1894-07-14,CA,SAN FRANCISCO,TUBERCULOSIS,16
18901,1894,189428,1894-07-08,1894-07-14,CA,SAN FRANCISCO,TYPHOID FEVER,3
18902,1894,189428,1894-07-08,1894-07-14,CA,SAN FRANCISCO,SCARLET FEVER,1
18903,1894,189429,1894-07-15,1894-07-21,PA,SCRANTON,SCARLET FEVER,1
18904,1894,189428,1894-07-08,1894-07-14,WA,SEATTLE,TUBERCULOSIS,1
18905,1894,189428,1894-07-08,1894-07-14,LA,SHREVEPORT,TUBERCULOSIS,1
18906,1894,189429,1894-07-15,1894-07-21,MA,SOMERVILLE,TUBERCULOSIS,5
18907,1894,189429,1894-07-15,1894-07-21,MA,SOMERVILLE,SCARLET FEVER,2
18908,1894,189429,1894-07-17,1894-07-23,PA,SOUTH BETHLEHEM,TUBERCULOSIS,1
18909,1894,189429,1894-07-15,1894-07-21,MA,SPRINGFIELD,TUBERCULOSIS,3
18910,1894,189429,1894-07-15,1894-07-21,MA,SPRINGFIELD,WHOOPING COUGH,1
18911,1894,189427,1894-07-03,1894-07-09,CA,STOCKTON,TUBERCULOSIS,1
18912,1894,189428,1894-07-10,1894-07-16,CA,STOCKTON,TUBERCULOSIS,3
18913,1894,189428,1894-07-08,1894-07-14,WI,SUPERIOR,SCARLET FEVER,1
18914,1894,189428,1894-07-07,1894-07-13,NY,SYRACUSE,TUBERCULOSIS,3
18915,1894,189429,1894-07-15,1894-07-21,MA,TAUNTON,TUBERCULOSIS,1
18916,1894,189429,1894-07-15,1894-07-21,MA,TAUNTON,DIPHTHERIA,1
18917,1894,189428,1894-07-09,1894-07-15,NY,UTICA,DIPHTHERIA,1
18918,1894,189428,1894-07-09,1894-07-15,NY,UTICA,WHOOPING COUGH,1
18919,1894,189429,1894-07-16,1894-07-22,NY,UTICA,DIPHTHERIA,1
18920,1894,189428,1894-07-08,1894-07-14,DC,WASHINGTON,TUBERCULOSIS,11
18921,1894,189428,1894-07-08,1894-07-14,DC,WASHINGTON,TYPHOID FEVER,7
18922,1894,189428,1894-07-08,1894-07-14,DC,WASHINGTON,DIPHTHERIA,5
18923,1894,189428,1894-07-08,1894-07-14,DC,WASHINGTON,WHOOPING COUGH,3
18924,1894,189428,1894-07-08,1894-07-14,MN,WINONA,TYPHOID FEVER,1
18925,1894,189428,1894-07-08,1894-07-14,MN,WINONA,SCARLET FEVER,1
18926,1894,189429,1894-07-15,1894-07-21,MA,WOBURN,TUBERCULOSIS,1
18927,1894,189429,1894-07-15,1894-07-21,MA,WOBURN,TYPHOID FEVER,1
18928,1894,189429,1894-07-14,1894-07-20,OH,YOUNGSTOWN,TYPHOID FEVER,1
18929,1894,189430,1894-07-22,1894-07-28,PA,ALLEGHENY,TUBERCULOSIS,3
18930,1894,189430,1894-07-22,1894-07-28,PA,ALLEGHENY,TYPHOID FEVER,1
18931,1894,189430,1894-07-22,1894-07-28,PA,ALLEGHENY,DIPHTHERIA,3
18932,1894,189430,1894-07-21,1894-07-27,PA,ALTOONA,TYPHOID FEVER,1
18933,1894,189430,1894-07-21,1894-07-27,PA,ALTOONA,WHOOPING COUGH,2
18934,1894,189430,1894-07-22,1894-07-28,MA,AMESBURY,TYPHOID FEVER,1
18935,1894,189430,1894-07-24,1894-07-30,OH,ASHTABULA,WHOOPING COUGH,1
18936,1894,189430,1894-07-21,1894-07-27,GA,AUGUSTA,TUBERCULOSIS,1
18937,1894,189430,1894-07-21,1894-07-27,GA,AUGUSTA,TYPHOID FEVER,1
18938,1894,189430,1894-07-22,1894-07-28,MD,BALTIMORE,TUBERCULOSIS,10
18939,1894,189430,1894-07-22,1894-07-28,MD,BALTIMORE,TYPHOID FEVER,3
18940,1894,189430,1894-07-22,1894-07-28,MD,BALTIMORE,SCARLET FEVER,1
18941,1894,189430,1894-07-22,1894-07-28,MD,BALTIMORE,DIPHTHERIA,1
18942,1894,189430,1894-07-22,1894-07-28,MD,BALTIMORE,WHOOPING COUGH,3
18943,1894,189430,1894-07-22,1894-07-28,NY,BINGHAMTON,TUBERCULOSIS,2
18944,1894,189430,1894-07-22,1894-07-28,MA,BOSTON,TUBERCULOSIS,27
18945,1894,189430,1894-07-22,1894-07-28,MA,BOSTON,SCARLET FEVER,1
18946,1894,189430,1894-07-22,1894-07-28,MA,BOSTON,DIPHTHERIA,11
18947,1894,189430,1894-07-22,1894-07-28,MA,BOSTON,WHOOPING COUGH,2
18948,1894,189429,1894-07-15,1894-07-21,MA,BROCKTON,TUBERCULOSIS,2
18949,1894,189430,1894-07-22,1894-07-28,NY,BROOKLYN,TUBERCULOSIS,54
18950,1894,189430,1894-07-22,1894-07-28,NY,BROOKLYN,SCARLET FEVER,2
18951,1894,189430,1894-07-22,1894-07-28,NY,BROOKLYN,DIPHTHERIA,21
18952,1894,189430,1894-07-22,1894-07-28,NY,BROOKLYN,WHOOPING COUGH,5
18953,1894,189429,1894-07-15,1894-07-21,OH,BUCYRUS,TUBERCULOSIS,2
18954,1894,189430,1894-07-22,1894-07-28,OH,BUCYRUS,TUBERCULOSIS,2
18955,1894,189430,1894-07-22,1894-07-28,MA,CAMBRIDGE,TUBERCULOSIS,4
18956,1894,189430,1894-07-22,1894-07-28,MA,CAMBRIDGE,SCARLET FEVER,2
18957,1894,189430,1894-07-22,1894-07-28,MA,CAMBRIDGE,WHOOPING COUGH,1
18958,1894,189429,1894-07-15,1894-07-21,SC,CHARLESTON,TUBERCULOSIS,3
18959,1894,189430,1894-07-21,1894-07-27,OH,CINCINNATI,TUBERCULOSIS,10
18960,1894,189430,1894-07-21,1894-07-27,OH,CINCINNATI,TYPHOID FEVER,2
18961,1894,189430,1894-07-22,1894-07-28,OH,CLEVELAND,TUBERCULOSIS,5
18962,1894,189430,1894-07-22,1894-07-28,OH,CLEVELAND,TYPHOID FEVER,3
18963,1894,189430,1894-07-22,1894-07-28,OH,CLEVELAND,SCARLET FEVER,2
18964,1894,189430,1894-07-22,1894-07-28,OH,CLEVELAND,DIPHTHERIA,1
18965,1894,189430,1894-07-22,1894-07-28,OH,CLEVELAND,WHOOPING COUGH,6
18966,1894,189429,1894-07-15,1894-07-21,IN,COLUMBUS,TUBERCULOSIS,1
18967,1894,189430,1894-07-22,1894-07-28,IN,COLUMBUS,TUBERCULOSIS,1
18968,1894,189430,1894-07-22,1894-07-28,OH,COLUMBUS,TUBERCULOSIS,4
18969,1894,189430,1894-07-22,1894-07-28,OH,COLUMBUS,TYPHOID FEVER,1
18970,1894,189430,1894-07-22,1894-07-28,OH,COLUMBUS,WHOOPING COUGH,1
18971,1894,189430,1894-07-22,1894-07-28,MD,CUMBERLAND,TYPHOID FEVER,1
18972,1894,189429,1894-07-15,1894-07-21,MA,DEDHAM,TUBERCULOSIS,1
18973,1894,189429,1894-07-15,1894-07-21,IA,DUBUQUE,TUBERCULOSIS,3
18974,1894,189430,1894-07-22,1894-07-28,IA,DUBUQUE,TUBERCULOSIS,3
18975,1894,189430,1894-07-22,1894-07-28,IA,DUBUQUE,TYPHOID FEVER,1
18976,1894,189430,1894-07-22,1894-07-28,IN,EVANSVILLE,TUBERCULOSIS,4
18977,1894,189430,1894-07-22,1894-07-28,IN,EVANSVILLE,TYPHOID FEVER,1
18978,1894,189430,1894-07-22,1894-07-28,IN,EVANSVILLE,WHOOPING COUGH,1
18979,1894,189430,1894-07-22,1894-07-28,MA,FALL RIVER,TUBERCULOSIS,8
18980,1894,189430,1894-07-22,1894-07-28,MA,FALL RIVER,TYPHOID FEVER,1
18981,1894,189429,1894-07-15,1894-07-21,MA,FITCHBURG,TUBERCULOSIS,1
18982,1894,189429,1894-07-15,1894-07-21,TX,FORT WORTH,TYPHOID FEVER,2
18983,1894,189430,1894-07-22,1894-07-28,MD,FREDERICK,TUBERCULOSIS,2
18984,1894,189430,1894-07-22,1894-07-28,MI,GRAND RAPIDS,TUBERCULOSIS,3
18985,1894,189430,1894-07-22,1894-07-28,MI,GRAND RAPIDS,TYPHOID FEVER,1
18986,1894,189430,1894-07-22,1894-07-28,PA,HARRISBURG,DIPHTHERIA,1
18987,1894,189430,1894-07-22,1894-07-28,MA,HAVERHILL,TUBERCULOSIS,1
18988,1894,189429,1894-07-15,1894-07-21,NJ,HOBOKEN,TUBERCULOSIS,2
18989,1894,189430,1894-07-22,1894-07-28,NJ,HOBOKEN,TUBERCULOSIS,2
18990,1894,189429,1894-07-15,1894-07-21,TX,HOUSTON,DIPHTHERIA,1
18991,1894,189430,1894-07-22,1894-07-28,PA,JOHNSTOWN,TUBERCULOSIS,2
18992,1894,189430,1894-07-22,1894-07-28,TN,KNOXVILLE,TUBERCULOSIS,3
18993,1894,189430,1894-07-22,1894-07-28,MA,LOWELL,TUBERCULOSIS,2
18994,1894,189430,1894-07-22,1894-07-28,MA,LOWELL,TYPHOID FEVER,1
18995,1894,189430,1894-07-22,1894-07-28,MA,LOWELL,SCARLET FEVER,1
18996,1894,189430,1894-07-22,1894-07-28,VA,LYNCHBURG,TUBERCULOSIS,1
18997,1894,189430,1894-07-22,1894-07-28,VA,LYNCHBURG,TYPHOID FEVER,1
18998,1894,189430,1894-07-22,1894-07-28,OH,MASSILLON,TUBERCULOSIS,1
18999,1894,189430,1894-07-22,1894-07-28,TN,MEMPHIS,TUBERCULOSIS,2
19000,1894,189430,1894-07-22,1894-07-28,TN,MEMPHIS,TYPHOID FEVER,2
19001,1894,189430,1894-07-22,1894-07-28,TN,MEMPHIS,WHOOPING COUGH,1
19002,1894,189430,1894-07-22,1894-07-28,WI,MILWAUKEE,TUBERCULOSIS,7
19003,1894,189430,1894-07-22,1894-07-28,WI,MILWAUKEE,SCARLET FEVER,1
19004,1894,189430,1894-07-22,1894-07-28,WI,MILWAUKEE,DIPHTHERIA,4
19005,1894,189430,1894-07-22,1894-07-28,WI,MILWAUKEE,WHOOPING COUGH,3
19006,1894,189430,1894-07-22,1894-07-28,AL,MOBILE,TUBERCULOSIS,4
19007,1894,189430,1894-07-22,1894-07-28,AL,MOBILE,TYPHOID FEVER,1
19008,1894,189430,1894-07-22,1894-07-28,TN,NASHVILLE,TUBERCULOSIS,1
19009,1894,189430,1894-07-22,1894-07-28,TN,NASHVILLE,WHOOPING COUGH,1
19010,1894,189429,1894-07-15,1894-07-21,NJ,NEWARK,TUBERCULOSIS,7
19011,1894,189429,1894-07-15,1894-07-21,NJ,NEWARK,TYPHOID FEVER,1
19012,1894,189429,1894-07-15,1894-07-21,NJ,NEWARK,DIPHTHERIA,2
19013,1894,189429,1894-07-15,1894-07-21,NJ,NEWARK,WHOOPING COUGH,1
19014,1894,189430,1894-07-22,1894-07-28,NJ,NEWARK,TUBERCULOSIS,7
19015,1894,189430,1894-07-22,1894-07-28,NJ,NEWARK,TYPHOID FEVER,3
19016,1894,189430,1894-07-22,1894-07-28,NJ,NEWARK,SCARLET FEVER,1
19017,1894,189430,1894-07-22,1894-07-28,NJ,NEWARK,DIPHTHERIA,3
19018,1894,189430,1894-07-22,1894-07-28,NJ,NEWARK,WHOOPING COUGH,2
19019,1894,189430,1894-07-22,1894-07-28,MA,NEW BEDFORD,TUBERCULOSIS,1
19020,1894,189430,1894-07-22,1894-07-28,MA,NEW BEDFORD,TYPHOID FEVER,1
19021,1894,189429,1894-07-15,1894-07-21,NY,NEW BRIGHTON,TUBERCULOSIS,2
19022,1894,189430,1894-07-20,1894-07-26,CT,NEW HAVEN,TUBERCULOSIS,4
19023,1894,189430,1894-07-20,1894-07-26,CT,NEW HAVEN,DIPHTHERIA,1
19024,1894,189430,1894-07-20,1894-07-26,CT,NEW HAVEN,WHOOPING COUGH,1
19025,1894,189430,1894-07-22,1894-07-28,MA,NEWTON,TUBERCULOSIS,1
19026,1894,189430,1894-07-22,1894-07-28,NY,NEW YORK,TUBERCULOSIS,77
19027,1894,189430,1894-07-22,1894-07-28,NY,NEW YORK,TYPHOID FEVER,12
19028,1894,189430,1894-07-22,1894-07-28,NY,NEW YORK,SCARLET FEVER,4
19029,1894,189430,1894-07-22,1894-07-28,NY,NEW YORK,DIPHTHERIA,38
19030,1894,189430,1894-07-22,1894-07-28,NY,NEW YORK,WHOOPING COUGH,7
19031,1894,189430,1894-07-22,1894-07-28,MA,NORTH ADAMS,TUBERCULOSIS,1
19032,1894,189430,1894-07-22,1894-07-28,MA,NORTHAMPTON,TYPHOID FEVER,1
19033,1894,189430,1894-07-22,1894-07-28,NE,OMAHA,TUBERCULOSIS,5
19034,1894,189430,1894-07-22,1894-07-28,NE,OMAHA,SCARLET FEVER,1
19035,1894,189429,1894-07-14,1894-07-20,KY,PADUCAH,TUBERCULOSIS,3
19036,1894,189430,1894-07-22,1894-07-28,NY,PEEKSKILL,TUBERCULOSIS,1
19037,1894,189429,1894-07-15,1894-07-21,FL,PENSACOLA,WHOOPING COUGH,1
19038,1894,189429,1894-07-15,1894-07-21,PA,PHILADELPHIA,TUBERCULOSIS,44
19039,1894,189429,1894-07-15,1894-07-21,PA,PHILADELPHIA,TYPHOID FEVER,9
19040,1894,189429,1894-07-15,1894-07-21,PA,PHILADELPHIA,DIPHTHERIA,13
19041,1894,189429,1894-07-15,1894-07-21,PA,PHILADELPHIA,WHOOPING COUGH,8
19042,1894,189429,1894-07-15,1894-07-21,PA,PITTSBURGH,TUBERCULOSIS,3
19043,1894,189429,1894-07-15,1894-07-21,PA,PITTSBURGH,TYPHOID FEVER,5
19044,1894,189429,1894-07-15,1894-07-21,PA,PITTSBURGH,SCARLET FEVER,1
19045,1894,189429,1894-07-15,1894-07-21,PA,PITTSBURGH,DIPHTHERIA,1
19046,1894,189429,1894-07-15,1894-07-21,PA,PITTSBURGH,WHOOPING COUGH,7
19047,1894,189429,1894-07-15,1894-07-21,NJ,PLAINFIELD,TUBERCULOSIS,1
19048,1894,189430,1894-07-22,1894-07-28,ME,PORTLAND,TUBERCULOSIS,4
19049,1894,189430,1894-07-22,1894-07-28,RI,PROVIDENCE,TYPHOID FEVER,2
19050,1894,189430,1894-07-22,1894-07-28,RI,PROVIDENCE,WHOOPING COUGH,4
19051,1894,189429,1894-07-15,1894-07-21,CO,PUEBLO,TUBERCULOSIS,1
19052,1894,189429,1894-07-15,1894-07-21,CO,PUEBLO,TYPHOID FEVER,1
19053,1894,189430,1894-07-24,1894-07-30,PA,READING,TYPHOID FEVER,1
19054,1894,189430,1894-07-24,1894-07-30,PA,READING,SCARLET FEVER,1
19055,1894,189429,1894-07-15,1894-07-21,VA,RICHMOND,TUBERCULOSIS,8
19056,1894,189429,1894-07-15,1894-07-21,VA,RICHMOND,TYPHOID FEVER,1
19057,1894,189430,1894-07-22,1894-07-28,NY,ROCHESTER,TUBERCULOSIS,8
19058,1894,189430,1894-07-22,1894-07-28,NY,ROCHESTER,DIPHTHERIA,2
19059,1894,189430,1894-07-22,1894-07-28,NY,ROCHESTER,WHOOPING COUGH,1
19060,1894,189429,1894-07-15,1894-07-21,MO,ST LOUIS,TUBERCULOSIS,14
19061,1894,189429,1894-07-15,1894-07-21,MO,ST LOUIS,TYPHOID FEVER,5
19062,1894,189429,1894-07-15,1894-07-21,MO,ST LOUIS,SCARLET FEVER,1
19063,1894,189429,1894-07-15,1894-07-21,MO,ST LOUIS,DIPHTHERIA,1
19064,1894,189429,1894-07-15,1894-07-21,MO,ST LOUIS,WHOOPING COUGH,2
19065,1894,189429,1894-07-15,1894-07-21,UT,SALT LAKE CITY,TUBERCULOSIS,2
19066,1894,189429,1894-07-15,1894-07-21,CA,SAN FRANCISCO,TUBERCULOSIS,29
19067,1894,189429,1894-07-15,1894-07-21,CA,SAN FRANCISCO,TYPHOID FEVER,3
19068,1894,189429,1894-07-15,1894-07-21,CA,SAN FRANCISCO,DIPHTHERIA,1
19069,1894,189430,1894-07-22,1894-07-28,PA,SCRANTON,TYPHOID FEVER,1
19070,1894,189429,1894-07-15,1894-07-21,WA,SEATTLE,WHOOPING COUGH,1
19071,1894,189430,1894-07-23,1894-07-29,PA,SHAMOKIN,SCARLET FEVER,1
19072,1894,189430,1894-07-22,1894-07-28,MA,SOMERVILLE,DIPHTHERIA,1
19073,1894,189429,1894-07-15,1894-07-21,WA,SPOKANE,TUBERCULOSIS,2
19074,1894,189429,1894-07-15,1894-07-21,WA,SPOKANE,WHOOPING COUGH,1
19075,1894,189430,1894-07-22,1894-07-28,MA,SPRINGFIELD,TUBERCULOSIS,2
19076,1894,189429,1894-07-17,1894-07-23,CA,STOCKTON,TUBERCULOSIS,1
19077,1894,189429,1894-07-17,1894-07-23,CA,STOCKTON,TYPHOID FEVER,1
19078,1894,189429,1894-07-15,1894-07-21,NY,SYRACUSE,TUBERCULOSIS,3
19079,1894,189429,1894-07-15,1894-07-21,NY,SYRACUSE,DIPHTHERIA,1
19080,1894,189430,1894-07-22,1894-07-28,MA,TAUNTON,TUBERCULOSIS,1
19081,1894,189430,1894-07-22,1894-07-28,MA,TAUNTON,DIPHTHERIA,2
19082,1894,189430,1894-07-22,1894-07-28,OH,TIFFIN,TUBERCULOSIS,1
19083,1894,189430,1894-07-22,1894-07-28,OH,TIFFIN,DIPHTHERIA,1
19084,1894,189430,1894-07-23,1894-07-29,NY,UTICA,TUBERCULOSIS,2
19085,1894,189430,1894-07-23,1894-07-29,NY,UTICA,WHOOPING COUGH,2
19086,1894,189429,1894-07-15,1894-07-21,DC,WASHINGTON,TUBERCULOSIS,13
19087,1894,189429,1894-07-15,1894-07-21,DC,WASHINGTON,TYPHOID FEVER,9
19088,1894,189429,1894-07-15,1894-07-21,DC,WASHINGTON,DIPHTHERIA,1
19089,1894,189429,1894-07-15,1894-07-21,DC,WASHINGTON,WHOOPING COUGH,8
19090,1894,189429,1894-07-13,1894-07-19,MA,WORCESTER,TUBERCULOSIS,1
19091,1894,189430,1894-07-21,1894-07-27,NY,YONKERS,DIPHTHERIA,1
19092,1894,189430,1894-07-21,1894-07-27,OH,YOUNGSTOWN,WHOOPING COUGH,3
19093,1894,189431,1894-07-29,1894-08-04,PA,ALLEGHENY,TUBERCULOSIS,4
19094,1894,189431,1894-07-29,1894-08-04,PA,ALLEGHENY,TYPHOID FEVER,1
19095,1894,189431,1894-07-29,1894-08-04,PA,ALLEGHENY,DIPHTHERIA,1
19096,1894,189431,1894-07-29,1894-08-04,PA,ALLEGHENY,WHOOPING COUGH,2
19097,1894,189431,1894-07-29,1894-08-04,PA,ALTOONA,TYPHOID FEVER,2
19098,1894,189431,1894-07-29,1894-08-04,PA,ALTOONA,WHOOPING COUGH,1
19099,1894,189431,1894-07-29,1894-08-04,NY,AUBURN,TUBERCULOSIS,2
19100,1894,189431,1894-07-28,1894-08-03,GA,AUGUSTA,TUBERCULOSIS,1
19101,1894,189431,1894-07-29,1894-08-04,MD,BALTIMORE,TUBERCULOSIS,23
19102,1894,189431,1894-07-29,1894-08-04,MD,BALTIMORE,TYPHOID FEVER,9
19103,1894,189431,1894-07-29,1894-08-04,MD,BALTIMORE,SCARLET FEVER,3
19104,1894,189431,1894-07-29,1894-08-04,MD,BALTIMORE,DIPHTHERIA,3
19105,1894,189431,1894-07-29,1894-08-04,MD,BALTIMORE,WHOOPING COUGH,4
19106,1894,189431,1894-07-29,1894-08-04,LA,BATON ROUGE,TUBERCULOSIS,1
19107,1894,189431,1894-07-29,1894-08-04,LA,BATON ROUGE,TYPHOID FEVER,1
19108,1894,189431,1894-07-29,1894-08-04,NY,BINGHAMTON,TUBERCULOSIS,1
19109,1894,189431,1894-07-29,1894-08-04,NY,BINGHAMTON,TYPHOID FEVER,1
19110,1894,189431,1894-07-29,1894-08-04,MA,BOSTON,TUBERCULOSIS,27
19111,1894,189431,1894-07-29,1894-08-04,MA,BOSTON,TYPHOID FEVER,4
19112,1894,189431,1894-07-29,1894-08-04,MA,BOSTON,SCARLET FEVER,2
19113,1894,189431,1894-07-29,1894-08-04,MA,BOSTON,DIPHTHERIA,14
19114,1894,189431,1894-07-29,1894-08-04,MA,BOSTON,WHOOPING COUGH,3
19115,1894,189430,1894-07-22,1894-07-28,MA,BROCKTON,TUBERCULOSIS,1
19116,1894,189430,1894-07-22,1894-07-28,MA,BROCKTON,DIPHTHERIA,1
19117,1894,189431,1894-07-29,1894-08-04,MA,BROOKLINE,TUBERCULOSIS,1
19118,1894,189431,1894-07-29,1894-08-04,NY,BROOKLYN,TUBERCULOSIS,39
19119,1894,189431,1894-07-29,1894-08-04,NY,BROOKLYN,TYPHOID FEVER,4
19120,1894,189431,1894-07-29,1894-08-04,NY,BROOKLYN,SCARLET FEVER,1
19121,1894,189431,1894-07-29,1894-08-04,NY,BROOKLYN,DIPHTHERIA,23
19122,1894,189431,1894-07-29,1894-08-04,NY,BROOKLYN,WHOOPING COUGH,8
19123,1894,189431,1894-07-29,1894-08-04,MA,CAMBRIDGE,TUBERCULOSIS,2
19124,1894,189431,1894-07-29,1894-08-04,MA,CAMBRIDGE,SCARLET FEVER,1
19125,1894,189431,1894-07-29,1894-08-04,MA,CAMBRIDGE,DIPHTHERIA,1
19126,1894,189431,1894-07-29,1894-08-04,MA,CAMBRIDGE,WHOOPING COUGH,1
19127,1894,189430,1894-07-22,1894-07-28,SC,CHARLESTON,TUBERCULOSIS,5
19128,1894,189430,1894-07-22,1894-07-28,SC,CHARLESTON,TYPHOID FEVER,1
19129,1894,189430,1894-07-22,1894-07-28,SC,CHARLESTON,WHOOPING COUGH,1
19130,1894,189431,1894-07-28,1894-08-03,OH,CINCINNATI,TUBERCULOSIS,16
19131,1894,189431,1894-07-28,1894-08-03,OH,CINCINNATI,TYPHOID FEVER,2
19132,1894,189431,1894-07-28,1894-08-03,OH,CINCINNATI,DIPHTHERIA,2
19133,1894,189431,1894-07-28,1894-08-03,OH,CINCINNATI,WHOOPING COUGH,4
19134,1894,189431,1894-07-29,1894-08-04,OH,COLUMBUS,TUBERCULOSIS,5
19135,1894,189431,1894-07-29,1894-08-04,OH,COLUMBUS,TYPHOID FEVER,1
19136,1894,189431,1894-07-29,1894-08-04,OH,COLUMBUS,WHOOPING COUGH,1
19137,1894,189430,1894-07-22,1894-07-28,IN,CRAWFORDSVILLE,TUBERCULOSIS,1
19138,1894,189431,1894-07-29,1894-08-04,MD,CUMBERLAND,TYPHOID FEVER,1
19139,1894,189430,1894-07-20,1894-07-26,OH,DAYTON,TYPHOID FEVER,1
19140,1894,189430,1894-07-22,1894-07-28,MA,DEDHAM,TUBERCULOSIS,1
19141,1894,189430,1894-07-22,1894-07-28,MA,DEDHAM,TYPHOID FEVER,1
19142,1894,189430,1894-07-22,1894-07-28,TX,EL PASO,TUBERCULOSIS,1
19143,1894,189430,1894-07-22,1894-07-28,TX,EL PASO,TYPHOID FEVER,1
19144,1894,189431,1894-07-29,1894-08-04,IN,EVANSVILLE,WHOOPING COUGH,1
19145,1894,189431,1894-07-29,1894-08-04,MA,FALL RIVER,TUBERCULOSIS,3
19146,1894,189430,1894-07-22,1894-07-28,MA,FITCHBURG,WHOOPING COUGH,2
19147,1894,189431,1894-07-29,1894-08-04,MI,FLINT,TUBERCULOSIS,1
19148,1894,189431,1894-07-29,1894-08-04,MI,GRAND RAPIDS,TUBERCULOSIS,2
19149,1894,189431,1894-07-29,1894-08-04,MA,HAVERHILL,TUBERCULOSIS,2
19150,1894,189430,1894-07-22,1894-07-28,TX,HOUSTON,TUBERCULOSIS,2
19151,1894,189431,1894-07-29,1894-08-04,NJ,HOBOKEN,TUBERCULOSIS,1
19152,1894,189431,1894-07-29,1894-08-04,NJ,HOBOKEN,SCARLET FEVER,2
19153,1894,189431,1894-07-29,1894-08-04,OH,IRONTON,TUBERCULOSIS,1
19154,1894,189430,1894-07-22,1894-07-28,FL,JACKSONVILLE,TUBERCULOSIS,1
19155,1894,189431,1894-07-29,1894-08-04,NY,JAMESTOWN,DIPHTHERIA,1
19156,1894,189431,1894-07-29,1894-08-04,MI,KALAMAZOO,TUBERCULOSIS,2
19157,1894,189431,1894-07-29,1894-08-04,TN,KNOXVILLE,TUBERCULOSIS,2
19158,1894,189431,1894-07-29,1894-08-04,TN,KNOXVILLE,TYPHOID FEVER,1
19159,1894,189430,1894-07-22,1894-07-28,IL,LA SALLE,TUBERCULOSIS,1
19160,1894,189431,1894-07-29,1894-08-04,PA,LEBANON,TUBERCULOSIS,1
19161,1894,189431,1894-07-29,1894-08-04,IN,LOGANSPORT,TUBERCULOSIS,2
19162,1894,189431,1894-07-29,1894-08-04,IN,LOGANSPORT,TYPHOID FEVER,1
19163,1894,189431,1894-07-29,1894-08-04,MA,LOWELL,TYPHOID FEVER,1
19164,1894,189431,1894-07-29,1894-08-04,MA,LOWELL,SCARLET FEVER,4
19165,1894,189431,1894-07-29,1894-08-04,NH,MANCHESTER,TYPHOID FEVER,1
19166,1894,189431,1894-07-29,1894-08-04,WI,MANITOWOC,TYPHOID FEVER,1
19167,1894,189431,1894-07-29,1894-08-04,OH,MASSILLON,DIPHTHERIA,1
19168,1894,189431,1894-07-29,1894-08-04,TN,MEMPHIS,TUBERCULOSIS,1
19169,1894,189431,1894-07-29,1894-08-04,TN,MEMPHIS,WHOOPING COUGH,1
19170,1894,189431,1894-07-31,1894-08-06,MA,MILFORD,TUBERCULOSIS,1
19171,1894,189431,1894-07-31,1894-08-06,MA,MILFORD,TYPHOID FEVER,1
19172,1894,189431,1894-07-29,1894-08-04,WI,MILWAUKEE,TUBERCULOSIS,6
19173,1894,189431,1894-07-29,1894-08-04,WI,MILWAUKEE,TYPHOID FEVER,1
19174,1894,189431,1894-07-29,1894-08-04,WI,MILWAUKEE,DIPHTHERIA,9
19175,1894,189430,1894-07-22,1894-07-28,MN,MINNEAPOLIS,TUBERCULOSIS,6
19176,1894,189430,1894-07-22,1894-07-28,MN,MINNEAPOLIS,TYPHOID FEVER,2
19177,1894,189431,1894-07-29,1894-08-04,MN,MINNEAPOLIS,TUBERCULOSIS,4
19178,1894,189431,1894-07-29,1894-08-04,MN,MINNEAPOLIS,TYPHOID FEVER,1
19179,1894,189431,1894-07-29,1894-08-04,MN,MINNEAPOLIS,SCARLET FEVER,1
19180,1894,189431,1894-07-29,1894-08-04,MN,MINNEAPOLIS,DIPHTHERIA,1
19181,1894,189431,1894-07-29,1894-08-04,MN,MINNEAPOLIS,WHOOPING COUGH,2
19182,1894,189431,1894-07-29,1894-08-04,AL,MOBILE,TUBERCULOSIS,4
19183,1894,189431,1894-07-29,1894-08-04,TN,NASHVILLE,TUBERCULOSIS,7
19184,1894,189431,1894-07-29,1894-08-04,TN,NASHVILLE,TYPHOID FEVER,1
19185,1894,189431,1894-07-29,1894-08-04,NJ,NEWARK,TUBERCULOSIS,14
19186,1894,189431,1894-07-29,1894-08-04,NJ,NEWARK,TYPHOID FEVER,1
19187,1894,189431,1894-07-29,1894-08-04,MA,NEW BEDFORD,TUBERCULOSIS,3
